 (18.0342,9.55169)
 (7.50845,-6.96057)
 (20.6768,10.5331)
 (3.70515,32.5481)
 (10.3005,-16.2177)
 (-8.91187,-10.7016)
 (4.85641,11.4763)
 (10.4328,-1.85055)
 (12.2065,8.52627)
 (11.6291,1.14385)
 (11.6777,-5.41914)
 (13.322,-2.28235)
 (-0.361395,5.13026)
 (15.8049,17.6693)
 (-16.5898,-10.6598)
 (-9.39284,1.04316)
 (-4.23543,23.7467)
 (-3.0454,6.58593)
 (-10.3591,-3.54052)
 (-5.15842,-8.47338)
 (-24.3429,3.26898)
 (-6.66518,6.50647)
 (-20.0676,-10.0434)
 (2.74414,-19.154)
 (-10.9855,2.97256)
 (1.83312,1.91022)
 (-8.14869,7.63617)
 (3.43014,2.82318)
 (-5.33675,-3.01115)
 (14.0013,20.6345)
 (9.4268,-2.5351)
 (19.4406,-19.5213)
 (3.05929,14.2013)
 (24.8547,-10.0311)
 (-19.2677,-4.66536)
 (-12.5393,7.77057)
 (-24.7628,-6.15069)
 (3.33343,4.10535)
 (16.9165,-17.3571)
 (-7.8178,-16.2893)
 (5.57449,6.45139)
 (-12.2212,-2.52806)
 (22.0889,9.57592)
 (-12.0863,-22.9742)
 (34.5003,-27.7036)
 (-0.93045,-16.3986)
 (-3.0045,1.62086)
 (-24.9736,16.7743)
 (5.1269,15.1005)
 (-35.4583,-11.3486)
 (0.486024,-13.8469)
 (5.35698,-12.1381)
 (-4.48923,20.209)
 (-7.18576,33.8347)
 (-2.65472,8.35083)
 (24.0319,-4.98848)
 (-12.7874,13.6684)
 (-5.18018,-17.2163)
 (22.1724,4.70218)
 (15.0304,-15.3597)
 (-4.63732,4.636)
 (-14.5323,21.8293)
 (14.6195,11.3028)
 (3.94868,17.8605)
 (-11.9505,1.24685)
 (19.9571,9.32436)
 (19.1758,3.14633)
 (3.70082,-10.6145)
 (8.47389,6.02101)
 (3.59209,2.37885)
 (-18.6554,16)
 (-7.56181,-0.628512)
 (1.40527,8.34457)
 (-8.8856,-5.62632)
 (13.8627,14.7744)
 (-3.18336,-16.747)
 (-8.91699,-12.0927)
 (6.01325,5.42196)
 (-15.4031,-9.40413)
 (3.35807,-6.44697)
 (21.5848,3.29293)
 (25.1451,24.8112)
 (-3.19775,30.5423)
 (22.2185,2.4404)
 (-5.98981,17.0441)
 (8.42004,4.03446)
 (11.696,-12.3516)
 (-1.93426,13.5528)
 (1.09233,-0.409707)
 (14.7181,5.06716)
 (22.8592,-3.30413)
 (9.18818,-18.0345)
 (-12.9092,-7.55705)
 (1.15218,1.17469)
 (-18.4972,3.80849)
 (-9.91177,-4.98567)
 (12.943,-15.7963)
 (-10.5446,1.68793)
 (20.7937,13.8025)
 (1.68306,-3.27527)
 (-11.8464,-7.93246)
 (-10.9361,0.659185)
 (-2.96874,16.4773)
 (19.9347,0.571841)
 (15.714,2.49273)
 (-17.0426,-11.7982)
 (1.15763,-10.4922)
 (4.8194,11.2974)
 (-10.5633,4.09882)
 (14.7607,15.2679)
 (-7.94676,-8.34721)
 (-4.85373,28.4611)
 (2.95871,-12.1205)
 (2.25916,11.7127)
 (-0.272175,14.2518)
 (-7.49145,3.26627)
 (4.91797,6.09923)
 (-17.245,-6.17124)
 (9.63833,5.11142)
 (10.2991,-16.2355)
 (2.66378,3.52874)
 (-5.82342,-8.09535)
 (-3.84962,-16.1919)
 (-11.2831,-6.19054)
 (4.66239,17.735)
 (-11.4844,-2.51985)
 (17.625,8.25805)
 (-17.542,14.5952)
 (10.8266,20.064)
 (4.58333,9.07253)
 (-23.856,4.37547)
 (8.87,-13.1188)
 (14.5968,12.826)
 (-9.21735,7.58662)
 (-11.0269,-4.70342)
 (-1.1306,0.695971)
 (4.41072,5.68873)
 (-15.8429,-11.9466)
 (21.6424,-2.63428)
 (4.73936,9.1687)
 (20.9095,7.38147)
 (-20.1545,7.37437)
 (15.7313,19.3081)
 (17.5294,-6.31005)
 (-3.33432,28.0061)
 (-26.2638,5.06946)
 (10.8515,-3.92303)
 (6.35362,12.6438)
 (21.903,-0.547597)
 (13.1359,7.5769)
 (-27.1943,19.2014)
 (-12.7807,0.340011)
 (28.6074,-0.687089)
 (12.3639,-15.1644)
 (-14.3667,-0.63012)
 (-2.86614,-20.4821)
 (-28.7612,12.2639)
 (16.9908,14.7597)
 (1.203,-1.97004)
 (-5.05877,-9.59835)
 (2.42679,-15.3706)
 (-25.0879,7.2949)
 (9.82494,-8.69703)
 (14.1248,0.78586)
 (11.3593,6.68995)
 (4.07912,-2.85216)
 (4.78035,-14.1505)
 (-0.912003,0.993228)
 (8.42075,-5.79597)
 (15.9591,-13.8036)
 (3.26427,-9.10733)
 (-0.0404549,14.182)
 (11.7598,-10.7751)
 (-14.957,0.4373)
 (13.7663,-17.7344)
 (6.60385,17.3246)
 (5.48515,-10.7895)
 (3.63294,-3.55464)
 (6.65784,-2.65176)
 (9.64088,0.182862)
 (-4.70022,20.7773)
 (-14.169,13.9821)
 (36.3976,10.7266)
 (3.48824,7.42937)
 (0.23666,17.2698)
 (-9.4779,-4.80879)
 (-10.9197,-15.5484)
 (7.76233,9.57986)
 (9.53377,-10.3089)
 (25.3692,-12.1439)
 (-0.337773,-24.0798)
 (-14.3898,27.3376)
 (18.774,9.28399)
 (1.67533,-6.59249)
 (-6.65888,-1.6437)
 (-0.790353,-12.2792)
 (12.0788,-13.873)
 (-8.16226,-2.44576)
 (14.5136,-6.55886)
 (3.86373,-23.508)
 (-4.19671,-22.8827)
 (-11.8578,-10.6414)
 (3.08533,-6.19183)
 (-11.496,24.6318)
 (21.3688,-0.743744)
 (-11.5049,-0.385081)
 (-1.63479,8.8885)
 (-10.3025,-9.13525)
 (-11.2577,4.69251)
 (33.6898,-7.61522)
 (-20.6028,-5.27936)
 (1.04026,-3.24767)
 (11.7618,-15.6374)
 (-2.68596,-17.6885)
 (-7.44656,19.0942)
 (-8.71877,-2.7882)
 (-4.65564,-20.9423)
 (2.07019,22.9899)
 (-6.15543,9.02076)
 (-14.2857,24.7185)
 (-4.30994,-0.536453)
 (14.9806,2.25485)
 (2.17893,-6.57638)
 (17.2115,6.27703)
 (13.6141,19.3416)
 (-22.7922,3.43505)
 (-21.1469,3.15434)
 (-17.0781,-25.7438)
 (20.7677,4.81659)
 (-7.03342,-21.4818)
 (7.12409,-19.5636)
 (8.68222,4.41698)
 (8.62018,2.14089)
 (20.358,-20.477)
 (8.9232,-27.9944)
 (-18.1351,-18.9704)
 (0.33965,4.29112)
 (-0.311981,-4.62385)
 (-12.9724,-14.5676)
 (2.13186,-14.8634)
 (-15.1512,-12.1056)
 (-4.18691,9.05021)
 (9.33152,-5.15452)
 (2.91547,-13.7233)
 (-4.2283,15.2266)
 (12.1684,-4.10687)
 (5.35994,-28.1844)
 (11.7936,1.99759)
 (-17.5404,9.4142)
 (-3.90229,-10.3473)
 (24.1134,30.0584)
 (2.4437,21.8307)
 (5.70179,-7.67556)
 (15.0327,2.21263)
 (31.8499,17.3853)
 (11.9438,-24.8344)
 (32.2522,0.0822611)
 (24.8058,14.5642)
 (-0.0692387,0.133845)
 (-8.99271,10.4987)
 (-4.60783,18.1363)
 (-1.5247,-0.567838)
 (2.38689,12.1749)
 (-8.70206,-6.91056)
 (-7.03671,8.39927)
 (-8.52111,-7.79437)
 (4.35696,-4.24981)
 (14.53,-24.3645)
 (-16.189,12.6085)
 (-9.71964,6.26401)
 (-1.70398,17.2654)
 (-6.67074,19.1068)
 (11.1197,4.77762)
 (-10.6404,2.65663)
 (0.912315,15.4684)
 (28.9273,16.959)
 (15.8297,-14.1818)
 (-17.5985,2.64179)
 (3.70534,-5.91522)
 (-0.950453,7.22163)
 (-21.2284,-9.15633)
 (-18.0055,-11.8504)
 (20.1463,-32.5231)
 (-7.02878,3.79018)
 (2.09963,-2.6311)
 (-15.805,9.0361)
 (14.452,-3.69411)
 (-6.8838,-5.55134)
 (19.5773,0.0874853)
 (-8.2057,6.41475)
 (2.03592,16.9422)
 (-12.1284,-8.39532)
 (-21.8129,7.24881)
 (13.0262,17.9865)
 (6.30083,3.55159)
 (4.68677,5.62791)
 (5.12543,-13.6969)
 (19.0055,7.92895)
 (-19.9066,3.22546)
 (2.01387,8.22749)
 (6.05616,14.2747)
 (17.8354,14.4139)
 (1.85632,4.61491)
 (9.4376,-14.5625)
 (-14.0662,10.2992)
 (13.3871,-4.59268)
 (-0.0978251,-1.04136)
 (-6.30127,0.147243)
 (-11.6303,4.4797)
 (-5.279,3.7768)
 (9.59753,-31.9124)
 (-24.8671,9.79053)
 (6.41222,11.2219)
 (12.8619,-14.6437)
 (2.34699,-9.62801)
 (-5.31748,5.64991)
 (-7.81121,12.9472)
 (-5.41302,-17.0066)
 (-11.8509,4.59884)
 (-11.3713,9.05616)
 (0.598791,-6.54248)
 (-8.42249,-1.85933)
 (-9.50432,11.1857)
 (-12.7326,5.54173)
 (-4.54547,-38.1423)
 (-20.2687,23.9358)
 (-18.4628,5.91375)
 (-22.0868,-12.4582)
 (25.5344,9.85885)
 (17.5499,-1.14345)
 (-5.3308,-9.49895)
 (-0.219322,-5.86851)
 (-9.55901,8.60756)
 (0.91812,-6.99274)
 (-9.80846,-0.35107)
 (-24.767,-15.4936)
 (-19.4327,1.74545)
 (17.5868,-14.0706)
 (9.81099,12.7496)
 (20.4695,21.3295)
 (2.51343,-28.0758)
 (0.562856,-19.8816)
 (14.0117,12.616)
 (5.37779,28.9769)
 (10.0771,4.11063)
 (-32.2801,-6.47373)
 (0.888325,-3.47843)
 (3.11472,13.6682)
 (-2.18349,8.19406)
 (31.4302,-8.19326)
 (13.7979,-29.7756)
 (7.534,-8.01518)
 (-14.8421,11.0536)
 (-11.3955,7.97675)
 (12.0346,18.8201)
 (5.72289,12.0332)
 (12.5649,-22.8615)
 (-21.4485,-4.46674)
 (12.622,-18.488)
 (-18.3401,21.5067)
 (-4.35472,-15.9242)
 (0.347335,-19.2519)
 (7.90537,12.1848)
 (-17.8357,12.8764)
 (7.70751,-9.4622)
 (9.261,17.0452)
 (5.54944,-13.4772)
 (8.63529,-6.12966)
 (3.5662,2.96263)
 (1.56011,23.1157)
 (12.7192,29.8696)
 (-16.7974,6.7588)
 (11.4703,1.72705)
 (35.4596,5.85815)
 (1.09068,5.13087)
 (-14.2177,1.8935)
 (24.7442,-4.21458)
 (-9.8651,-2.53436)
 (2.12469,8.95002)
 (13.228,4.54468)
 (-16.0059,4.95215)
 (-10.4298,9.26213)
 (13.5679,-1.56074)
 (-22.1524,-2.2014)
 (5.09966,6.10885)
 (-2.45309,-15.8533)
 (-9.90641,-6.5168)
 (-8.59794,3.23336)
 (8.03363,-11.3555)
 (-2.63149,14.8101)
 (7.873,12.4594)
 (13.9902,-6.94902)
 (14.9626,-7.0145)
 (-5.08688,1.62127)
 (-3.70052,-4.2745)
 (3.31677,-9.28118)
 (25.7661,-0.911766)
 (-42.4427,-20.1549)
 (3.44508,13.8084)
 (-20.2645,2.98624)
 (-6.52781,19.2765)
 (17.9854,0.762657)
 (-3.35947,4.2953)
 (2.01436,12.707)
 (11.8969,-2.01075)
 (7.86203,-8.06568)
 (2.88694,24.9328)
 (-21.6534,-13.098)
 (-3.60363,12.2456)
 (-26.1604,-17.651)
 (-19.5317,-1.43299)
 (3.48037,26.9127)
 (-1.23741,-15.243)
 (-11.6369,3.58894)
 (-3.9445,0.20755)
 (18.7774,-18.9556)
 (-6.74997,0.331608)
 (7.41859,-8.01003)
 (-2.2561,-14.5035)
 (13.8643,-15.4832)
 (-25.844,-3.8247)
 (4.40983,27.7829)
 (14.6849,-6.33681)
 (4.20139,4.58022)
 (0.727783,3.79743)
 (-17.6983,-18.9498)
 (-6.81382,-10.3407)
 (3.98765,1.15332)
 (13.7241,-12.8079)
 (-3.34261,-10.4645)
 (11.1059,-20.8791)
 (-7.51419,1.33823)
 (20.6585,9.04244)
 (-8.89367,-20.649)
 (16.5696,-0.636929)
 (-9.15816,4.10392)
 (-1.2369,-14.7016)
 (14.6379,-1.17075)
 (-2.84834,32.006)
 (-15.0964,17.1286)
 (-12.2918,-20.3409)
 (-32.6246,-6.36543)
 (-11.5481,-15.9655)
 (0.270357,-14.7737)
 (-12.5945,5.46066)
 (-9.73684,-24.3301)
 (-2.42205,6.23128)
 (30.3106,1.69597)
 (-11.7083,21.1082)
 (27.4173,-0.589543)
 (-3.73949,1.26021)
 (-18.4952,-11.4912)
 (-0.92534,25.7373)
 (-10.1295,-2.69781)
 (-7.1463,-14.2399)
 (2.78747,4.7357)
 (2.00627,6.19753)
 (2.28254,-9.02957)
 (9.73755,22.101)
 (5.61798,-23.2187)
 (1.61541,10.2132)
 (-0.907547,3.39329)
 (-2.20599,-9.05075)
 (-7.19869,-17.7505)
 (-33.6498,-9.13383)
 (1.32639,-8.44446)
 (17.6669,20.1497)
 (-11.6238,25.0891)
 (1.29248,18.308)
 (-4.30921,1.65073)
 (14.3364,14.8055)
 (12.2859,-10.2006)
 (-0.673862,-4.00781)
 (-4.71185,-5.2026)
 (13.4493,-4.76583)
 (13.794,14.2415)
 (-10.6418,-18.0772)
 (16.5608,10.2451)
 (5.19333,3.51217)
 (1.42886,17.7454)
 (-0.336857,-9.92695)
 (-1.99007,2.29045)
 (23.5437,5.808)
 (-15.7078,1.74954)
 (3.81057,6.88334)
 (-10.893,5.14659)
 (35.6771,9.61234)
 (5.78304,-14.3924)
 (9.04344,-21.3341)
 (8.7036,17.3035)
 (25.6502,13.0076)
 (-8.04968,-19.1396)
 (-1.47851,4.61059)
 (-0.867552,2.50914)
 (-16.8032,-14.7179)
 (20.9102,-5.08488)
 (-16.6563,9.20729)
 (-18.929,4.45168)
 (5.20053,12.7036)
 (17.6735,-8.70099)
 (22.2623,-9.60954)
 (-14.9428,-27.3941)
 (17.1007,26.5084)
 (-0.470294,8.44139)
 (-6.45686,6.47764)
 (3.01791,-6.70364)
 (-11.9004,1.68071)
 (11.2484,2.53822)
 (-3.40646,14.3219)
 (5.73045,10.8627)
 (-0.249149,-16.044)
 (-0.981101,8.18693)
 (-17.8915,3.91333)
 (4.07385,-4.18603)
 (11.1151,8.53419)
 (-21.1514,5.08213)
 (6.84052,-13.6833)
 (18.5548,25.5212)
 (-8.41049,-2.16471)
 (30.5663,-15.4103)
 (3.47854,-5.10818)
 (8.14337,-14.2558)
 (-11.5757,3.0867)
 (2.59896,-10.6509)
 (21.9819,13.8514)
 (8.40898,5.62818)
 (-11.9537,-4.60798)
 (-7.56727,0.268101)
 (11.2674,9.60279)
 (9.00562,15.6849)
 (8.23458,12.8012)
 (17.0645,19.882)
 (2.07549,24.5281)
 (8.73149,-19.1918)
 (12.8104,-15.877)
 (13.287,23.5774)
 (10.9357,4.22225)
 (15.7153,-3.81257)
 (-22.4543,4.71887)
 (-10.1048,-26.3333)
 (13.7399,-25.7108)
 (4.72943,16.9103)
 (14.6554,-4.5597)
 (-7.00746,16.9812)
 (3.62084,-3.19892)
 (6.37687,-10.3892)
 (3.08099,1.49438)
 (7.38886,17.6982)
 (17.6028,-6.75069)
 (-11.3612,-6.58691)
 (22.0193,2.43673)
 (34.1806,5.02199)
 (-1.49837,4.97373)
 (-10.7623,27.7222)
 (-2.05596,16.1119)
 (2.04901,-8.23468)
 (2.72985,0.393023)
 (1.23217,-12.1777)
 (17.4718,2.1507)
 (-7.81722,1.52686)
 (-29.3871,-3.17169)
 (1.01688,-18.6594)
 (-7.39931,-6.4758)
 (9.5891,-1.63384)
 (11.8079,-12.4194)
 (21.8133,-8.06313)
 (11.4716,2.60826)
 (9.85235,7.35069)
 (10.3073,8.53592)
 (-26.376,-7.74417)
 (28.0891,-27.4214)
 (1.59662,-17.8884)
 (-2.75936,8.77638)
 (2.35165,-13.6746)
 (-19.9417,-7.89233)
 (-21.1813,3.4042)
 (-18.9999,-8.17688)
 (15.9669,-12.2714)
 (-15.8019,-12.1188)
 (4.29243,-3.03506)
 (9.3895,4.19471)
 (5.49021,-26.2412)
 (-8.85932,6.48785)
 (18.0532,-27.0127)
 (35.5561,14.3031)
 (-2.12064,-4.68396)
 (21.5264,-2.54757)
 (-3.8469,-1.0441)
 (12.5935,1.41109)
 (-1.04808,-4.03187)
 (5.06841,13.7353)
 (-5.49486,-15.5147)
 (6.1576,-1.7057)
 (-0.408368,4.81512)
 (14.6085,9.63109)
 (9.77223,0.130537)
 (9.32022,15.8536)
 (6.78959,-19.7809)
 (-43.8257,-5.64325)
 (-3.21707,8.90724)
 (2.95977,1.41878)
 (-14.6843,-17.1545)
 (21.3397,-21.6017)
 (17.8809,-16.1589)
 (12.1543,-12.8129)
 (3.20749,13.4411)
 (-22.1452,-10.1605)
 (-18.4478,-13.116)
 (-5.49745,-4.93256)
 (-24.2252,-2.07206)
 (3.41108,3.04051)
 (-15.3355,-27.1865)
 (1.70732,2.27755)
 (-11.2688,-11.5371)
 (5.26693,32.5289)
 (4.3463,16.4336)
 (-10.7747,12.8829)
 (2.35533,-24.8843)
 (18.0399,-36.1056)
 (14.5401,-4.5049)
 (5.52778,-15.0096)
 (17.7449,2.10379)
 (-4.06512,-5.95762)
 (19.6603,12.5856)
 (-7.45615,-19.7107)
 (-18.6302,-1.0349)
 (-14.4504,-5.11297)
 (-2.13548,10.93)
 (7.28131,15.341)
 (10.5619,13.2889)
 (-5.63122,-4.41856)
 (-11.6604,36.8071)
 (1.37286,-3.5323)
 (-7.55868,-8.6798)
 (10.7643,23.127)
 (-4.06056,10.2262)
 (-3.0409,-5.7528)
 (0.0798049,28.3053)
 (2.90987,-21.7505)
 (1.81466,5.41178)
 (18.4506,-2.55171)
 (-2.70057,9.94709)
 (0.593074,-10.2291)
 (-5.57355,6.19125)
 (-6.06821,-20.5291)
 (6.60928,11.2965)
 (17.6913,5.708)
 (15.0141,-23.3333)
 (-5.48703,-2.88816)
 (-2.03196,11.3749)
 (-5.20017,-10.6284)
 (3.21171,-20.4001)
 (20.7948,-14.756)
 (1.92915,-2.71385)
 (-13.3653,-6.01515)
 (4.52824,-22.8668)
 (-9.56491,3.6065)
 (-33.5029,-9.33047)
 (2.14872,1.62933)
 (13.4618,-10.4724)
 (-16.9464,-19.3831)
 (-0.687979,26.5851)
 (-1.10173,13.3668)
 (-14.8545,1.76391)
 (-2.62255,4.44035)
 (-4.46411,1.233)
 (14.7127,9.76619)
 (-10.4029,3.7525)
 (-3.05089,-24.4821)
 (-1.48135,-7.98666)
 (-22.0085,-1.99662)
 (8.30927,6.78269)
 (-26.1114,-10.857)
 (9.34183,21.0405)
 (2.68329,3.35879)
 (-10.5418,-4.28501)
 (18.7508,18.2422)
 (-10.2013,-16.0853)
 (18.0281,5.15865)
 (-7.71619,-17.758)
 (4.4051,-16.1798)
 (14.1047,12.4271)
 (-14.8421,-12.2141)
 (24.0004,-7.24686)
 (-2.88526,-4.28411)
 (24.5762,12.8145)
 (1.05299,-4.28899)
 (-2.9132,1.00771)
 (1.00334,6.50034)
 (-25.3558,-3.89459)
 (-1.15881,-10.2732)
 (36.756,14.8329)
 (6.5664,-0.498066)
 (-6.63641,-5.29262)
 (19.6017,-15.5081)
 (-14.242,8.97466)
 (-10.069,4.19324)
 (-5.90697,-12.0933)
